201,conf/icmcs/ConnellSHTBP04,Detection and tracking in the IBM PeopleVision system.,Jonathan H. Connell   Andrew W. Senior   Arun Hampapur   Ying-li Tian   Lisa M. G. Brown   Sharath Pankanti   ,2004
202,conf/gecco/Koza08,Introduction to genetic programming tutorial.,John R. Koza   ,2008
203,journals/corr/abs-cs-0701134,Byzantine Fault Tolerance for Nondeterministic Applications,Wenbing Zhao   ,2007
204,conf/cscl/WalkerRMK07,The student becomes the master integrating peer tutoring with cognitive tutoring.,Erin Walker   Nikol Rummel   Bruce M. McLaren   Kenneth R. Koedinger   ,2007
205,conf/aaai/WeldMD11,Human Intelligence Needs Artificial Intelligence.,Daniel S. Weld   Mausam   Peng Dai   ,2011
206,conf/interspeech/KlavansT94,Inducing concatenative units from machine readable dictionaries and corpora for speech synthesis.,Judith L. Klavans   Evelyne Tzoukermann   ,1994
207,journals/corr/cmp-lg-9608008,The discourse functions of Italian subjects a centering approach,Barbara Di Eugenio   ,1996
208,conf/coling/Eugenio96,The discourse functions of Italian subjects a centering approach.,Barbara Di Eugenio   ,1996
209,journals/siamcomp/AwerbuchCKMP98,Optimal Broadcast with Partial Knowledge.,Baruch Awerbuch   Israel Cidon   Shay Kutten   Yishay Mansour   David Peleg   ,1998
210,conf/podc/Awerbuch90,Distributed Control for PARIS.,Baruch Awerbuch   Israel Cidon   Inder S. Gopal   Marc Kaplan   Shay Kutten   ,1990
211,conf/sutc/WoehrlePLBT08,EvAnT Analysis and Checking of Event Traces for Wireless Sensor Networks.,Matthias Woehrle   Christian Plessl   Roman Lim   Jan Beutel   Lothar Thiele   ,2008
212,conf/wmrd/SchlossS90,Highly Redundant Management of Distributed Data.,Gerhard A. Schloss   Michael Stonebraker   ,1990
213,journals/tpds/LiuTM11,Compressing Network Access Control Lists.,Alex X. Liu   Eric Torng   Chad R. Meiners   ,2011
214,conf/mfcs/ChrobakL90,On Fast Algorithms for Two Servers.,Marek Chrobak   Lawrence L. Larmore   ,1990
215,conf/scalespace/Lindeberg97,Linear Spatio-Temporal Scale-Space.,Tony Lindeberg   ,1997
216,conf/cade/FeltyM90,Encoding a Dependent-Type Lambda-Calculus in a Logic Programming Language.,Amy P. Felty   Dale Miller   ,1990
217,conf/cade/FeltyM90,Encoding a Dependent-Type Lambda-Calculus in a Logic Programming Language.,Amy P. Felty   Dale Miller   ,1990
218,conf/icdt/CabibboT99,A Framework for the Investigation of Aggregate Functions in Database Queries.,Luca Cabibbo   Riccardo Torlone   ,1999
219,journals/tcad/ChoudhuryS93a,Constraint-based channel routing for analog and mixed analog/digital circuits.,Umakanta Choudhury   Alberto L. Sangiovanni-Vincentelli   ,1993
220,conf/uai/LiuW98,Incremental Tradeoff Resolution in Qualitative Probabilistic Networks.,Chao-Lin Liu   Michael P. Wellman   ,1998
221,conf/cikm/LimNJLL10,Detecting product review spammers using rating behaviors.,Ee-Peng Lim   Viet-An Nguyen   Nitin Jindal   Bing Liu 0001   Hady Wirawan Lauw   ,2010
222,journals/ijcv/EricG92,The cost of choosing the wrong model in object recognition by constrained search.,W. Eric L. Grimson   ,1992
223,journals/ijcv/EricG92,The cost of choosing the wrong model in object recognition by constrained search.,W. Eric L. Grimson   ,1992
224,conf/pos/NodineSZ90,Synchronization and Recovery in Cooperative Transactions.,Marian H. Nodine   Andrea H. Skarra   Stanley B. Zdonik   ,1990
225,conf/sigecom/SakuraiYK00,An efficient approximate algorithm for winner determination in combinatorial auctions.,Yuko Sakurai   Makoto Yokoo   Koji Kamei   ,2000
226,conf/cp/SakuraiYK00,An Efficient Approximate Algorithm for Winner Determination in Combinatorial Auctions.,Yuko Sakurai   Makoto Yokoo   Koji Kamei   ,2000
227,journals/ml/MaloofM00,Selecting Examples for Partial Memory Learning.,Marcus A. Maloof   Ryszard S. Michalski   ,2000
228,conf/doa/LittleSW01,Theory and Practice of Building Reliable Distributed Applications.,Mark C. Little   Santosh K. Shrivastava   Stuart M. Wheater   ,2001
229,journals/cogsci/CollinsM89,The Logic of Plausible Reasoning A Core Theory.,Allan M. Collins   Ryszard S. Michalski   ,1989
230,conf/fgcs/Gaines92,Modeling the Generational Infrastructure of Information Technology.,Brian R. Gaines   ,1992
231,journals/entcs/LincolnMS96,The Complexity of Local Proof Search in Linear Logic.,Patrick Lincoln   John C. Mitchell   Andre Scedrov   ,1996
232,conf/slp/JansonH91,Programming Paradigms of the Andorra Kernel Language.,Sverker Janson   Seif Haridi   ,1991
233,journals/ipm/BooksteinK90,Using bitmaps for medium sized information retrieval systems.,Abraham Bookstein   Shmuel T. Klein   ,1990
234,journals/jacm/BleiGJ10,The nested chinese restaurant process and bayesian nonparametric inference of topic hierarchies.,David M. Blei   Thomas L. Griffiths   Michael I. Jordan   ,2010
235,journals/speech/ZueSPPPGGG94,PEGASUS A spoken dialogue interface for on-line air travel planning.,Victor Zue   Stephanie Seneff   Joseph Polifroni   Michael S. Phillips   Christine Pao   David Goodine   David Goddeau   James R. Glass   ,1994
236,journals/sigops/KasshoekRST92,FLIP an Internetwork Protocol for Supporting Distributed Systems (Abstract).,M. Frans Kaashoek   Robbert van Renesse   Hans van Staveren   Andrew S. Tanenbaum   ,1992
237,journals/cga/AliagaFYC03,Sea of Images A Dense Sampling Approach for Rendering Large Indoor Environments.,Daniel G. Aliaga   Thomas A. Funkhouser   Dimah Yanovsky   Ingrid Carlbom   ,2003
238,conf/iceis/CarreiraGPW07a,On Handling One-to-Many Transformations in Relational Systems.,Paulo Carreira   Helena Galhardas   Jo atilde,
239,journals/ieicet/AkitaK05,Language Model Adaptation Based on PLSA of Topics and Speakers for Automatic Transcription of Panel Discussions.,Yuya Akita   Tatsuya Kawahara   ,2005
240,conf/si3d/HsiungTW90,T-buffer fast visualization of relativistic effects in space-time.,Ping-Kang Hsiung   Robert H. Thibadeau   Michael Wu   ,1990
241,conf/icip/ZhouSCF09,Bayesian image segmentation with mean shift.,Huiyu Zhou   Gerald Schaefer   M. Emre Celebi   Minrui Fei   ,2009
242,journals/ton/MeinersLT12,Bit Weaving A Non-Prefix Approach to Compressing Packet Classifiers in TCAMs.,Chad R. Meiners   Alex X. Liu   Eric Torng   ,2012
243,conf/icnp/MeinersLT09,Bit Weaving A Non-prefix Approach to Compressing Packet Classifiers in TCAMs.,Chad R. Meiners   Alex X. Liu   Eric Torng   ,2009
244,journals/pami/GrimsonH91,Introduction to the Special Issue on Interpretation of 3-D Scenes-Part I.,W. Eric L. Grimson   Daniel P. Huttenlocher   ,1991
245,journals/pami/GrimsonH91,Introduction to the Special Issue on Interpretation of 3-D Scenes-Part I.,W. Eric L. Grimson   Daniel P. Huttenlocher   ,1991
246,conf/hicss/KalogerakiMM00,A CORBA Framework for Managing Real-Time Distributed Multimedia Applications.,Vana Kalogeraki   Louise E. Moser   P. M. Melliar-Smith   ,2000
247,conf/icde/WongM89,The Inter-Database Instance Identification Problem in Integrating Autonomous Systems.,Y. Richard Wang   Stuart E. Madnick   ,1989
248,conf/icpp/Preiss90,Performance of Discrete Event Simulation on a Multiprocessor Using Optimistic and Conservative Synchronization.,Bruno R. Preiss   ,1990
249,journals/tip/BarBSK07,Deblurring of Color Images Corrupted by Impulsive Noise.,Leah Bar   Alexander Brook   Nir A. Sochen   Nahum Kiryati   ,2007
250,conf/icdcs/KaashoekT91,Group communication in the Amoeba distributed operating system.,M. Frans Kaashoek   Andrew S. Tanenbaum   ,1991
251,journals/concurrency/NarasimhanMM01,Interceptors for Java Remote Method Invocation.,Nitya Narasimhan   Louise E. Moser   P. M. Melliar-Smith   ,2001
252,conf/rtss/KalogerakiMM00,Dynamic Scheduling of Distributed Method Invocations.,Vana Kalogeraki   P. M. Melliar-Smith   Louise E. Moser   ,2000
253,conf/ftcs/MoserMN99,A Fault Tolerance Framework for CORBA.,Louise E. Moser   P. M. Melliar-Smith   Priya Narasimhan   ,1999
254,conf/IEEEcloud/ZhaoMM10,Fault Tolerance Middleware for Cloud Computing.,Wenbing Zhao   P. M. Melliar-Smith   Louise E. Moser   ,2010
255,conf/middleware/NarasimhanMM00,Gateways for Accessing Fault Tolerance Domains.,Priya Narasimhan   Louise E. Moser   P. M. Melliar-Smith   ,2000
256,journals/acta/AndersonG91,A New Explanation of the Glitch Phenomenon.,James H. Anderson   Mohamed G. Gouda   ,1991
257,journals/ijcv/KlinkerSK88,The measurement of highlights in color images.,Gudrun Klinker   Steven A. Shafer   Takeo Kanade   ,1988
258,conf/slp/SudarshanR93,Optimizations of Bottom-Up Evaluation with Non-Ground Terms.,S. Sudarshan   Raghu Ramakrishnan   ,1993
259,conf/sigcomm/CidonGS90,Fast Connection Establishment in High Speed Networks.,Israel Cidon   Inder S. Gopal   Adrian Segall   ,1990
260,conf/wdag/CidonGK90,Optimal Computation of Global Sensitive Functions in Fast Networks.,Israel Cidon   Inder S. Gopal   Shay Kutten   ,1990
261,journals/ci/Strzalkowski90,Reversible logic grammars for natural language parsing and generation.,Tomek Strzalkowski   ,1990
262,conf/focs/KampZ03,Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,James Renegar   Jesse Kamp   David Zuckerman   ,2003
263,journals/ijcv/KlinkerSK88,The measurement of highlights in color images.,Gudrun Klinker   Steven A. Shafer   Takeo Kanade   ,1988
264,journals/siamcomp/Papadimitriou92,The Complexity of the Lin-Kernighan Heuristic for the Traveling Salesman Problem.,Christos H. Papadimitriou   ,1992
265,journals/tocs/RamakrishnanJ90,A Binary Feedback Scheme for Congestion Avoidance in Computer Networks.,K. K. Ramakrishnan   Raj Jain   ,1990
266,journals/tpds/AdveH93,A Unified Formalization of Four Shared-Memory Models.,Sarita V. Adve   Mark D. Hill   ,1993
267,conf/interspeech/KajitaTI96,Subband-crosscorrelation analysis for robust speech recognition.,Shoji Kajita   Kazuya Takeda   Fumitada Itakura   ,1996
268,conf/ismis/TecuciM91,Input Understanding as a Basis for Multistrategy Task-Adaptive Learning.,Gheorghe Tecuci   Ryszard S. Michalski   ,1991
269,conf/aied/McLarenLYK07,Can a Polite Intelligent Tutoring System Lead to Improved Learning Outside of the Lab?,Bruce M. McLaren   Sung-Joo Lim   David Yaron   Kenneth R. Koedinger   ,2007
270,journals/ipm/Herrera-ViedmaP03,Evaluating the informative quality of documents in SGML format from judgements by means of fuzzy linguistic techniques based on computing with words.,Enrique Herrera-Viedma   Eduardo Peis   ,2003
271,journals/tpds/RankaS90,Odd Even Shifts in SIMD Hypercubes.,Sanjay Ranka   Sartaj Sahni   ,1990
272,journals/corr/abs-1102-2878,Dual-Tree Fast Gauss Transforms,Dongryeol Lee   Alexander G. Gray   Andrew W. Moore   ,2011
273,conf/nips/LeeGM05,Dual-Tree Fast Gauss Transforms.,Dongryeol Lee   Alexander G. Gray   Andrew W. Moore   ,2005
274,conf/iccv/GlasnerBI09,Super-resolution from a single image.,Daniel Glasner   Shai Bagon   Michal Irani   ,2009
275,journals/ci/Harbusch94,Toward an Integrated Generation Approach with Tree-Adjoining Grammars.,Karin Harbusch   ,1994
276,conf/eps/KozaA96,Evolution of Iteration in Genetic Programming.,John R. Koza   David Andre   ,1996
277,journals/debu/BenderCKMPW07,Peer-to-Peer Information Search Semantic Social or Spiritual?,Matthias Bender   Tom Crecelius   Mouna Kacimi   Sebastian Michel   Josiane Xavier Parreira   Gerhard Weikum   ,2007
278,conf/uist/WeldMD11,Execution control for crowdsourcing.,Daniel S. Weld   Mausam   Peng Dai   ,2011
279,journals/algorithmica/HirschbergL87,The Set LCS Problem.,Daniel S. Hirschberg   Lawrence L. Larmore   ,1987
280,journals/ijtm/RoessnerPNJ02,A comparison of recent assessments of the high-tech competitiveness of nations.,J. David Roessner   Alan L. Porter   Nils C. Newman   Xiao-Yin Jin   ,2002
281,conf/sebd/CabibboT04,Dimension Compatibility for Data Mart Integration.,Luca Cabibbo   Riccardo Torlone   ,2004
282,conf/sebd/CabibboT97,A Systematic Approach to Multidimensional Databases.,Luca Cabibbo   Riccardo Torlone   ,1997
283,conf/sigopsE/BennettCCEJKZ92,Distributed shared memory experience with Munin.,John K. Bennett   John B. Carter   Alan L. Cox   E. N. Elnozahy   David B. Johnson   Peter J. Keleher   Willy Zwaenepoel   ,1992
284,conf/nips/LegendreMS90,Distributed Recursive Structure Processing.,Geraldine Legendre   Yoshiro Miyata   Paul Smolensky   ,1990
285,journals/tocs/KaashoekRST93,FLIP An Internetwork Protocol for Supporting Distributed Systems.,M. Frans Kaashoek   Robbert van Renesse   Hans van Staveren   Andrew S. Tanenbaum   ,1993
286,conf/icdcs/RenesseTSH87,Connecting RPC-Based Distributed Systems Using Wide-Area Networks.,Robbert van Renesse   Andrew S. Tanenbaum   Hans van Staveren   J. Hall   ,1987
287,conf/dagstuhl/KnappJHCGHBW07,Modelling the CoCoME with the Java/AComponent Model.,Alexander Knapp   Stephan Janisch   Rolf Hennicker   Allan Clark   Stephen Gilmore   Florian Hacklinger   Hubert Baumeister   Martin Wirsing   ,2007
288,journals/jmis/OsbornMW90,Motivating Strategic Alliance for Composite Information Systems The Case of a Major Regional Hospital.,Charles S. Osborn   Stuart E. Madnick   Richard Y. Wang   ,1990
289,journals/jucs/ChenW09,A Hammerstein-Wiener Recurrent Neural Network with Frequency-Domain Eigensystem Realization Algorithm for Unknown System Identification.,Yi-Chung Chen   Jeen-Shing Wang   ,2009
290,journals/concurrency/BalKTJ92,Replication techniques for speeding up parallel applications on distributed systems.,Henri E. Bal   M. Frans Kaashoek   Andrew S. Tanenbaum   Jack Jansen   ,1992
291,journals/csse/ZhaoMM04,Design and implementation of a consistent time service for fault-tolerant distributed systems.,Wenbing Zhao   Louise E. Moser   P. M. Melliar-Smith   ,2004
292,conf/dsn/ZhaoMM03,Design and Implementation of a Consistent Time Service for Fault-Tolerant Distributed Systems.,Wenbing Zhao   Louise E. Moser   P. M. Melliar-Smith   ,2003
293,conf/interspeech/AkitaNK07,PLSA-based topic detection in meetings for adaptation of lexicon and language model.,Yuya Akita   Yusuke Nemoto   Tatsuya Kawahara   ,2007
294,journals/ton/LiuMT10,TCAM Razor a systematic approach towards minimizing packet classifiers in TCAMs.,Alex X. Liu   Chad R. Meiners   Eric Torng   ,2010
295,conf/icnp/MeinersLT07,TCAM Razor A Systematic Approach Towards Minimizing Packet Classifiers in TCAMs.,Chad R. Meiners   Alex X. Liu   Eric Torng   ,2007
296,journals/cj/Griswold90,String Scanning in the Icon Programming Language.,Ralph E. Griswold   ,1990
297,conf/sigplanW/KranzLJKA92,Integrating Message-Passing and Shared-Memory Early Experience.,David A. Kranz   Beng-Hong Lim   Kirk L. Johnson   John Kubiatowicz   Anant Agarwal   ,1992
298,conf/ppopp/KranzJAKL93,Integrating Message-Passing and Shared-Memory Early Experience.,David A. Kranz   Kirk L. Johnson   Anant Agarwal   John Kubiatowicz   Beng-Hong Lim   ,1993
299,conf/ipmu/Wellman94,Some Varieties of Qualitative Probability.,Michael P. Wellman   ,1994
300,conf/aaai/Wellman87,Probabilistic Semantics for Qualitative Influences.,Michael P. Wellman   ,1987
301,conf/icassp/LaskowskiEH11,A single-port non-parametric model of turn-taking in multi-party conversation.,Kornel Laskowski   Jens Edlund   Mattias Heldner   ,2011
302,journals/sigops/KaashoekTHB89,An Efficient Reliable Broadcast Protocol.,M. Frans Kaashoek   Andrew S. Tanenbaum   Susan Flynn Hummel   Henri E. Bal   ,1989
303,journals/sigops/PikePTTW93,The Use of Name Spaces in Plan 9.,Rob Pike   David L. Presotto   Ken Thompson   Howard Trickey   Phil Winterbottom   ,1993
304,conf/sigopsE/PikePTTW92,The use of name spaces in plan 9.,Rob Pike   David L. Presotto   Ken Thompson   Howard Trickey   Phil Winterbottom   ,1992
305,journals/dse/NarasimhanMM97,Replica consistency of CORBA objects in partitionable distributed systems.,Priya Narasimhan   Louise E. Moser   P. M. Melliar-Smith   ,1997
306,journals/adcm/JohnK08,Finite element error analysis of a variational multiscale method for the Navier-Stokes equations.,Volker John   Songul Kaya   ,2008
307,journals/siamcomp/GrigorievKS94,Computational Complexity of Sparse Rational Interpolation.,Dima Grigoriev   Marek Karpinski   Michael F. Singer   ,1994
308,conf/eccv/DeMenthonD90,Inverse Perspective Of A Triangle New Exact And Approximate Solutions.,Daniel DeMenthon   Larry S. Davis   ,1990
309,journals/ai/Grimson90,The Combinatorics of Object Recognition in Cluttered Environments Using Constrained Search.,W. Eric L. Grimson   ,1990
310,journals/ai/Grimson90,The Combinatorics of Object Recognition in Cluttered Environments Using Constrained Search.,W. Eric L. Grimson   ,1990
311,conf/ifsa/XiangK07,Estimating Variance Under Interval and Fuzzy Uncertainty Case of Hierarchical Estimation.,Gang Xiang   Vladik Kreinovich   ,2007
312,journals/ipm/BooksteinK92,Models of Bitmap Generation A Systematic Approach to Bitmap Compression.,Abraham Bookstein   Shmuel T. Klein   ,1992
313,journals/dam/ValerioMM94,Classic Squares and Broadcast Squares.,Marcos Valerio   Louise E. Moser   P. M. Melliar-Smith   ,1994
314,conf/words/ZhaoMM05,Deterministic Scheduling for Multithreaded Replicas.,Wenbing Zhao   Louise E. Moser   P. M. Melliar-Smith   ,2005
315,conf/discex/MoserM03,Demonstration of Fault Tolerance for CORBA Applications.,Louise E. Moser   P. M. Melliar-Smith   ,2003
316,conf/sigmetrics/Melliar-SmithM91,Performance Analysis of a Broadcast Communications Protocol.,P. M. Melliar-Smith   Louise E. Moser   ,1991
317,conf/ifip/Sommerville83,Software Engineering - An Educational Challenge.,Ian Sommerville   ,1983
318,conf/podc/AwerbuchCKMP91,Broadcast with Partial Knowledge (Preliminary Version).,Baruch Awerbuch   Israel Cidon   Shay Kutten   Yishay Mansour   David Peleg   ,1991
319,journals/tcs/LincolnMS99,Optimization Complexity of Linear Logic Proof Games.,Patrick Lincoln   John C. Mitchell   Andre Scedrov   ,1999
320,conf/podc/Awerbuch90,Distributed Control for PARIS.,Baruch Awerbuch   Israel Cidon   Inder S. Gopal   Marc Kaplan   Shay Kutten   ,1990
321,journals/mst/Vijay-ShankerW94,The Equivalence of Four Extensions of Context-Free Grammars.,K. Vijay-Shanker   David J. Weir   ,1994
322,conf/interspeech/KobayashiKTI96,Extracting speech features from human speech-like noise.,Daisuke Kobayashi   Shoji Kajita   Kazuya Takeda   Fumitada Itakura   ,1996
323,journals/mva/TianBHLSS08,IBM smart surveillance system (S3) event based video surveillance system with an open and extensible framework.,Ying-li Tian   Lisa M. G. Brown   Arun Hampapur   Max Lu   Andrew W. Senior   Chiao-Fe Shu   ,2008
324,conf/dawak/CarreiraGPL05,Data Mapper An Operator for Expressing One-to-Many Data Transformations.,Paulo J. F. Carreira   Helena Galhardas   Jo atilde,
325,journals/comcom/TanenbaumKRB91,The Amoeba distributed operating system - A status report.,Andrew S. Tanenbaum   M. Frans Kaashoek   Robbert van Renesse   Henri E. Bal   ,1991
326,journals/cacm/Wolff05,The growth of information workers in the U.S. economy.,Edward N. Wolff   ,2005
327,conf/ac/LittleS99,Integrating Group Communication with Transactions for Implementing Persistent Replicated Objects.,Mark C. Little   Santosh K. Shrivastava   ,1999
328,journals/tcs/LincolnMS99,Optimization Complexity of Linear Logic Proof Games.,Patrick Lincoln   John C. Mitchell   Andre Scedrov   ,1999
329,journals/aai/MarchesiPO90,ASCETA an expert system for passive network synthesis.,Michele Marchesi   Francesco Piazza   Gianni Orlandi   ,1990
330,journals/ipm/BooksteinK92,Models of Bitmap Generation A Systematic Approach to Bitmap Compression.,Abraham Bookstein   Shmuel T. Klein   ,1992
331,conf/nips/AtlasCCEMMB89,Performance Comparisons Between Backpropagation Networks and Classification Trees on Three Real-World Applications.,Les E. Atlas   Ronald A. Cole   Jerome Connor   Mohamed A. El-Sharkawi   Robert J. Marks II   Yeshwant K. Muthusamy   Etienne Barnard   ,1989
332,conf/mfps/JonesSS87,MIX A Self-Applicable Partial Evaluator for Experiments in Compiler Generation (Extended Abstract).,Neil D. Jones   Peter Sestoft   Harald S oslash,
333,journals/entcs/NiehrenSSS07,Observational Semantics for a Concurrent Lambda Calculus with Reference Cells and Futures.,Joachim Niehren   David Sabel   Manfred Schmidt-Schau szlig,
334,journals/ieicet/KaiyaSK04,A Method to Develop Feasible Requirements for Java Mobile Code Application.,Haruhiko Kaiya   Kouta Sasaki   Kenji Kaijiri   ,2004
335,conf/isca/GharachorlooGH92,Hiding Memory Latency using Dynamic Scheduling in Shared-Memory Multiprocessors.,Kourosh Gharachorloo   Anoop Gupta   John L. Hennessy   ,1992
336,conf/asplos/GharachorlooGH91,Performance Evaluation of Memory Consistency Models for Shared Memory Multiprocessors.,Kourosh Gharachorloo   Anoop Gupta   John L. Hennessy   ,1991
337,conf/interspeech/GlassGPSSZ93,A bilingual Voyager system.,James R. Glass   David Goodine   Michael S. Phillips   Shinsuke Sakai   Stephanie Seneff   Victor W. Zue   ,1993
338,conf/dexa/BooksteinK90,Information Retrieval Tools for Literary Analysis.,Abraham Bookstein   Shmuel T. Klein   ,1990
339,journals/computer/Melliar-SmithM98,Surviving Network Partitioning.,P. M. Melliar-Smith   Louise E. Moser   ,1998
340,conf/acl/Dorr92,A Parameterized Approach to Integrating Aspect with Lexical-Semanics for Machine Translation.,Bonnie J. Dorr   ,1992
341,conf/crypto/ZhengMI90,Structural Properties of One-way Hash Functions.,Yuliang Zheng   Tsutomu Matsumoto   Hideki Imai   ,1990
342,journals/ci/Shieber94,Restricting the Weak-Generative Capacity of Synchronous Tree-Adjoining Grammars .,Stuart M. Shieber   ,1994
343,journals/coling/Vijay-ShankerW94,Parsing Some Constrained Grammar Formalisms.,K. Vijay-Shanker   David J. Weir   ,1993
344,journals/corr/cmp-lg-9505028,D-Tree Grammars,Owen Rambow   K. Vijay-Shanker   David J. Weir   ,1995
345,conf/acl/RambowVW95,D-Tree Grammars.,Owen Rambow   K. Vijay-Shanker   David J. Weir   ,1995
346,conf/icpp/AdveH90,Implementing Sequential Consistency in Cache-Based Systems.,Sarita V. Adve   Mark D. Hill   ,1990
347,journals/jolli/KaminskiS09,Terminating Tableau Systems for Hybrid Logic with Difference and Converse.,Mark Kaminski   Gert Smolka   ,2009
348,journals/tkde/HaritsaS00,Real-Time Index Concurrency Control.,Jayant R. Haritsa   S. Seshadri   ,2000
349,journals/sigmod/HaritsaS96,Real-Time Index Concurrency Control.,Jayant R. Haritsa   S. Seshadri   ,1996
350,conf/rtdb/HaritsaS01,Real-Time Index Concurrency Control.,Jayant R. Haritsa   S. Seshadri   ,2001
351,conf/sigmod/McKenzieS87,Extending the Relational Algebra to Support Transaction Time.,L. Edwin McKenzie   Richard T. Snodgrass   ,1987
352,conf/pldi/SteeleW90,How to Print Floating-Point Numbers Accurately.,Guy L. Steele Jr.   Jon L. White   ,1990
353,conf/dexaw/ZamanSG04,An Auto-Indexing Technique for Databases Based on Clustering.,Mujiba Zaman   Jyotsna Surabattula   Le Gruenwald   ,2004
354,conf/cvpr/JainKG08,Fast image search for learned metrics.,Prateek Jain   Brian Kulis   Kristen Grauman   ,2008
355,journals/endm/Boughaci10,A Differential Evolution Algorithm for the Winner Determination Problem in Combinatorial Auctions.,Dalila Boughaci   ,2010
356,journals/ml/Michalski93,Inferential Theory of Learning as a Conceptual Basis for Multistrategy Learning.,Ryszard S. Michalski   ,1993
357,conf/dexa/BooksteinK90,Information Retrieval Tools for Literary Analysis.,Abraham Bookstein   Shmuel T. Klein   ,1990
358,journals/comcom/TanenbaumKRB91,The Amoeba distributed operating system - A status report.,Andrew S. Tanenbaum   M. Frans Kaashoek   Robbert van Renesse   Henri E. Bal   ,1991
359,journals/corr/cs-NI-9809095,Congestion Avoidance in Computer Networks with a Connectionless Network Layer Part I Concepts Goals and Methodology,Raj Jain   K. Ramakrishnan   ,1998
360,conf/sigopsE/RenesseTS88,Functional specialization in distributed operating systems.,Robbert van Renesse   Andrew S. Tanenbaum   Gregory J. Sharp   ,1988
361,journals/corr/cs-NI-9809095,Congestion Avoidance in Computer Networks with a Connectionless Network Layer Part I Concepts Goals and Methodology,Raj Jain   K. Ramakrishnan   ,1998
362,conf/sigcse/KheraAK93,The internet programming contest a report and philosophy.,Vivek Khera   Owen L. Astrachan   David Kotz   ,1993
363,conf/icip/ApostolopoulosWT02,Performance of a multiple description streaming media content delivery network.,John G. Apostolopoulos   Susie Wee   Wai-tian Tan   ,2002
364,journals/pami/GrimsonH92,Introduction to the Special Issue on Interpretation of 3-D Scenes.,W. Eric L. Grimson   Daniel P. Huttenlocher   ,1992
365,journals/pami/GrimsonH92,Introduction to the Special Issue on Interpretation of 3-D Scenes.,W. Eric L. Grimson   Daniel P. Huttenlocher   ,1992
366,conf/rtss/ShrivastavaW91,Using Objects and Actions to Provide Fault Tolerance in Distributed Real-Time Applications.,Santosh K. Shrivastava   A. Waterworth   ,1991
367,journals/corr/cs-NI-9809095,Congestion Avoidance in Computer Networks with a Connectionless Network Layer Part I Concepts Goals and Methodology,Raj Jain   K. Ramakrishnan   ,1998
368,conf/vlsid/PaikRS93,Heuristics for the Placement of Flip-Flops in Partial Scan Designs and the Placement of Signal Boosters in Lossy Circuits.,Doowon Paik   Sudhakar M. Reddy   Sartaj Sahni   ,1993
369,conf/srds/RaoAV98,The Cost of Recovery in Message Logging Protocols.,Sriram Rao   Lorenzo Alvisi   Harrick M. Vin   ,1998
370,conf/hicss/KihlstromMM98,The SecureRing Protocols for Securing Group Communication.,Kim Potter Kihlstrom   Louise E. Moser   P. M. Melliar-Smith   ,1998
371,journals/concurrency/SaltzBW91,Multiprocessors and run-time compilation.,Joel H. Saltz   Harry Berryman   Janet Wu   ,1991
372,conf/micro/MalloyGS92,A shape matching approach for scheduling fine-grained parallelism.,Brian A. Malloy   Rajiv Gupta   Mary Lou Soffa   ,1992
373,conf/sosp/CarterBZ91,Implementation and Performance of Munin.,John B. Carter   John K. Bennett   Willy Zwaenepoel   ,1991
374,conf/interspeech/FlammiaGPPSZ94,Porting the bilingual voyager system to Italian.,Giovanni Flammia   James R. Glass   Michael S. Phillips   Joseph Polifroni   Stephanie Seneff   Victor W. Zue   ,1994
375,journals/dke/CarreiraGLP07,One-to-many data transformations through data mappers.,Paulo Carreira   Helena Galhardas   Ant oacute,
376,conf/qsic/KaiyaSK06,PORTAM Policy Requirements and Threats Analyzer for Mobile Code Application.,Haruhiko Kaiya   Kouta Sasaki   Kenji Kaijiri   ,2006
377,journals/cga/MortensenYKTSMS08,Real-Time Global Illumination for VR Applications.,Jesper Mortensen   Insu Yu   Pankaj Khanna   Franco Tecchia   Bernhard Spanlang   Giuseppe Marino   Mel Slater   ,2008
378,conf/dbpl/Moss89,Addressing Large Distributed Collections of Persistent Objects The Mneme Project's Approach.,J. Eliot B. Moss   ,1989
379,journals/siamcomp/AwerbuchCKMP98,Optimal Broadcast with Partial Knowledge.,Baruch Awerbuch   Israel Cidon   Shay Kutten   Yishay Mansour   David Peleg   ,1998
380,journals/bsl/LincolnMS96,Linear logic proof games and optimization.,Patrick Lincoln   John C. Mitchell   Andre Scedrov   ,1996
381,journals/amai/Hegner06,The complexity of embedded axiomatization for a class of closed database views.,Stephen J. Hegner   ,2006
382,journals/algorithmica/CidonG90,Dynamic Detection of Subgraphs in Computer Networks.,Israel Cidon   Inder S. Gopal   ,1990
383,conf/infocom/GopalGK90,Broadcast in Fast Networks.,Ajei S. Gopal   Inder S. Gopal   Shay Kutten   ,1990
384,conf/smc/PejtersenR04,Cognitive work analysis of new collaborative work.,Annelise Mark Pejtersen   Jens Rasmussen   ,2004
385,journals/siamcomp/KampZ07,Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Jesse Kamp   David Zuckerman   ,2007
386,journals/is/KemperM92,Access Support Relations An Indexing Method for Object Bases.,Alfons Kemper   Guido Moerkotte   ,1992
